baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,names
200.8452375659355,1.691618155178409,0.42728868865408476,3.9589584280988848,7.52773370798758e-5,0.04498596199783998,N_NR___TRINITY_DN0_c0_g1_i1
129.76728379675686,-1.8074754627127454,0.4384932868907972,-4.122013989151174,3.75574387206595e-5,0.027195864132368987,N_NR___TRINITY_DN100_c0_g1_i6
20.74955462392868,18.97443159099683,2.028819296868027,9.352450275038517,8.564032361350807e-21,8.3056832011565195e-16,N_NR___TRINITY_DN10107_c0_g1_i11
21.586436373277266,6.125025395278354,1.40443424694511,4.361204811546966,1.2934821627674407e-5,0.01227481568306882,N_NR___TRINITY_DN10173_c0_g1_i1
12.108167522991453,9.281402314839408,2.099076569369107,4.4216597194589244,9.794562264914118e-6,0.01001080777394173,N_NR___TRINITY_DN10234_c0_g1_i1
20.83468120916922,9.600296243792716,2.233077835521012,4.299131938476662,1.714683779329919e-5,0.015281740055301201,N_NR___TRINITY_DN10234_c0_g1_i8
47.52218933253457,-7.790003570794124,1.7345066057799627,-4.491192795020323,7.08254024811e-6,0.007855557272613584,N_NR___TRINITY_DN10235_c0_g1_i2
95.29149711773404,4.249906130316512,0.8801554744508167,4.828585691599875,1.3750616058698924e-6,0.0021976062646087806,N_NR___TRINITY_DN10300_c0_g1_i5
64.14458648016924,-2.5527025594153154,0.5084803215623139,-5.0202583092539275,5.160204089800255e-7,9.936620351157026e-4,N_NR___TRINITY_DN10346_c0_g1_i6
103.22025442500093,22.11001649956908,4.795497619726458,4.610578140758261,4.015506663213853e-6,0.005042492685252234,N_NR___TRINITY_DN1036_c0_g1_i2
29.754177700662513,-2.8931952551338136,0.6453635186780019,-4.483047416532614,7.358457052917599e-6,0.008079562733371574,N_NR___TRINITY_DN10429_c0_g1_i1
35.79715753477579,-2.549194557966652,0.6297422205299836,-4.047996902321842,5.165782995587057e-5,0.03429489365704188,N_NR___TRINITY_DN10429_c1_g1_i1
58.54994664414881,1.8964473131491348,0.42999739975746565,4.4103692585555185,1.031944962556972e-5,0.010414844953488309,N_NR___TRINITY_DN10650_c0_g1_i1
420.70658352196085,4.249581716274825,1.0474919949321557,4.0569109232668294,4.972603605616093e-5,0.033380053000217326,N_NR___TRINITY_DN1067_c0_g1_i1
21.55253045144517,-23.150947682382178,2.8517133244536503,-8.118259112464465,4.729182641882901e-16,1.5015550607228515e-11,N_NR___TRINITY_DN10683_c0_g2_i6
27.705141539220538,-2.2025787754489876,0.5374380621259659,-4.098293237245155,4.162077920435346e-5,0.029371651141615298,N_NR___TRINITY_DN1073_c1_g1_i6
74.74271679814026,4.851312468445681,1.0622149648936923,4.567166372892522,4.943616268946463e-6,0.005937783109883822,N_NR___TRINITY_DN10743_c0_g1_i4
29.955864247368687,-7.691752235251474,1.4901335944658631,-5.161787012800402,2.446035014030783e-7,5.522396505506568e-4,N_NR___TRINITY_DN10758_c0_g1_i9
58.22877840687504,-7.860979586852032,1.8988882407380094,-4.139780013486647,3.476390307182244e-5,0.02562955924609001,N_NR___TRINITY_DN10767_c0_g2_i1
4.878890329035202,7.62882316869648,1.9311607353697735,3.9503822902839483,7.802646471749639e-5,0.04620295346114349,N_NR___TRINITY_DN10792_c1_g1_i5
23.598291961635812,-7.903342111165893,1.7094340492809084,-4.623367666328232,3.775596437932923e-6,0.0047859203082433405,N_NR___TRINITY_DN10839_c0_g1_i5
31.36453603836028,20.804418899090894,3.821362705157894,5.444240838748459,5.2026789465278376e-8,1.5599211025727397e-4,N_NR___TRINITY_DN10889_c0_g1_i13
38.233575125029574,-21.851565257671037,3.842247473365329,-5.687183193989271,1.2915189094080318e-8,4.782492185779911e-5,N_NR___TRINITY_DN10889_c0_g1_i8
39.6840646523616,2.7150390050874944,0.6830128569682967,3.975092089977331,7.035202844071434e-5,0.042872266022518604,N_NR___TRINITY_DN108944_c0_g1_i1
693.8286828601368,9.099269752072646,2.2083994567024265,4.120300665921934,3.783783031985404e-5,0.027308399510833352,N_NR___TRINITY_DN10927_c0_g2_i1
12.602043279576915,18.06974481636948,2.2828600452969727,7.915397552993145,2.464642691354134e-15,6.527609902358532e-11,N_NR___TRINITY_DN10936_c0_g2_i4
17.721355248776696,19.311411593846373,3.7514231017486463,5.147756216792707,2.6362078783519833e-7,5.825689468578923e-4,N_NR___TRINITY_DN1095_c0_g2_i3
26.974104336115396,-21.861128397640474,2.9681811612224878,-7.3651597426878945,1.769348661730149e-13,2.863741595869981e-9,N_NR___TRINITY_DN10952_c0_g1_i3
37.098319376698505,-24.457286488882648,2.775120384769347,-8.813054245542363,1.217815843414792e-18,6.261045559598041e-14,N_NR___TRINITY_DN10952_c0_g1_i8
5.9754717536394875,3.3986275906791317,0.8380542610566413,4.055378927844184,5.005309354796646e-5,0.033509520530782995,N_NR___TRINITY_DN109680_c0_g3_i2
12.091942718903365,7.727233270463833,1.8733869276906934,4.124739612648584,3.711544165383165e-5,0.026942774202971725,N_NR___TRINITY_DN11106_c0_g2_i5
8.861866096989303,-6.580187293287324,1.553596268569881,-4.235455134907429,2.2808924278219474e-5,0.018931742894821798,N_NR___TRINITY_DN11319_c0_g1_i2
6.332067017292935,-6.356399755466938,1.6053868115852346,-3.959419443087569,7.513218150486998e-5,0.04493050965600728,N_NR___TRINITY_DN11419_c0_g2_i1
23.74958636919466,-4.0159065488082595,0.8391649972449721,-4.785598257783292,1.7047875796951778e-6,0.002593548687528762,N_NR___TRINITY_DN11494_c0_g1_i4
26.23589212466122,-8.13919474409475,1.9376640925671766,-4.20051895233878,2.6630387371408145e-5,0.021063443465829196,N_NR___TRINITY_DN11525_c0_g1_i5
30.996082121593656,-20.33380250016139,1.9880685853603601,-10.227918015451996,1.4868137969812598e-24,2.6421646330522325e-19,N_NR___TRINITY_DN1158_c0_g1_i5
226.6113769588504,2.4610802252749124,0.5831166806361765,4.220562208218585,2.4369379519515197e-5,0.01988517863496767,N_NR___TRINITY_DN117_c0_g1_i1
